destination,hour,weekend,temperature,humidity,crowd
Ooty,9,1,22,61,96
Coorg,9,0,24,67,83
Coorg,17,1,16,50,100
Ooty,8,1,25,86,100
Munnar,20,1,15,57,100
Yercaud,8,1,16,66,91
Ooty,15,0,18,73,100
Coorg,7,1,18,75,96
Yercaud,16,0,19,51,100
Coorg,19,1,17,76,100
Ooty,17,0,27,89,100
Munnar,20,0,26,56,100
Coorg,14,1,21,61,100
Coorg,11,1,24,53,100
Coorg,6,1,28,89,100
Yercaud,16,0,21,66,100
Yercaud,12,1,24,95,100
Munnar,7,1,29,72,100
Munnar,12,1,18,56,100
Munnar,8,1,27,51,99
Kodaikanal,12,0,27,94,100
Yercaud,11,1,30,70,100
Munnar,11,1,21,78,100
Kodaikanal,12,1,21,65,100
Ooty,15,1,19,82,100
Coorg,12,1,16,59,100
Ooty,16,0,15,71,89
Yercaud,10,1,19,58,94
Kodaikanal,7,0,24,59,75
Munnar,10,1,28,84,100
Kodaikanal,8,0,19,51,65
Coorg,11,0,20,55,79
Ooty,7,1,16,55,90
Yercaud,12,1,27,70,100
Kodaikanal,7,1,20,88,100
Ooty,18,0,18,57,100
Coorg,8,0,26,67,83
Coorg,10,0,16,89,93
Yercaud,12,1,26,59,100
Ooty,7,1,27,67,98
Yercaud,13,0,26,63,96
Coorg,8,1,25,51,100
Ooty,13,0,22,69,100
Coorg,15,0,29,61,100
Ooty,12,0,24,79,93
Ooty,11,0,28,61,100
Coorg,18,0,27,93,100
Kodaikanal,9,0,27,66,100
Kodaikanal,15,0,23,87,100
Munnar,15,0,17,60,85
Coorg,9,0,27,69,90
Kodaikanal,18,0,23,54,100
Ooty,6,0,22,62,65
Yercaud,20,0,23,59,100
Ooty,20,1,28,91,100
Ooty,10,1,21,62,100
Munnar,15,1,29,55,100
Kodaikanal,18,1,21,85,100
Yercaud,8,1,19,88,100
Yercaud,11,0,19,72,99
Yercaud,15,1,30,52,100
Ooty,19,0,16,91,100
Coorg,12,0,25,55,98
Yercaud,14,1,27,74,100
Coorg,19,0,21,60,100
Coorg,14,1,27,79,100
Ooty,16,1,16,51,100
Yercaud,14,0,25,83,100
Coorg,18,0,29,87,100
Kodaikanal,13,0,25,77,100
Coorg,16,0,22,67,100
Coorg,12,1,20,83,100
Yercaud,15,1,28,81,100
Kodaikanal,10,0,23,82,87
Kodaikanal,20,0,29,60,100
Munnar,8,0,16,86,72
Coorg,11,0,24,56,100
Yercaud,8,1,17,56,93
Yercaud,13,1,16,86,100
Kodaikanal,13,0,22,91,100
Ooty,8,1,27,59,100
Kodaikanal,9,1,15,71,88
Kodaikanal,18,1,23,79,100
Ooty,17,0,19,55,100
Munnar,15,0,22,92,100
Yercaud,15,1,17,64,100
Ooty,17,0,17,88,100
Kodaikanal,15,0,16,59,98
Coorg,15,0,26,80,100
Ooty,15,0,22,83,100
Kodaikanal,13,1,17,74,100
Ooty,10,0,30,63,100
Munnar,20,1,25,70,100
Kodaikanal,10,1,29,61,100
Ooty,20,1,16,79,100
Coorg,16,0,22,77,100
Ooty,13,0,27,95,100
Ooty,17,0,16,70,100
Kodaikanal,8,1,22,79,100
Munnar,11,1,30,61,100
Munnar,15,1,15,59,100
Yercaud,8,0,18,82,76
Yercaud,6,1,16,85,92
Ooty,15,1,17,65,100
Yercaud,14,0,21,62,100
Munnar,7,1,19,52,86
Munnar,6,1,30,68,100
Yercaud,19,0,18,66,100
Kodaikanal,6,1,16,70,99
Coorg,15,0,19,79,100
Yercaud,7,1,24,60,100
Ooty,13,0,15,76,85
Munnar,16,0,17,60,91
Coorg,11,1,28,91,100
Kodaikanal,19,1,27,94,100
Yercaud,17,0,27,71,100
Munnar,19,0,23,51,100
Munnar,13,0,18,65,88
Ooty,15,1,15,60,100
Munnar,11,1,27,86,100
Yercaud,14,0,20,64,90
Ooty,16,0,25,77,100
Yercaud,20,0,19,63,100
Kodaikanal,14,0,30,85,100
Ooty,9,0,21,65,90
Kodaikanal,6,1,19,50,79
Yercaud,15,1,15,92,100
Ooty,20,1,29,90,100
Kodaikanal,14,1,22,75,100
Yercaud,19,1,18,85,100
Coorg,20,1,20,60,100
Munnar,10,1,15,93,100
Yercaud,6,0,21,50,75
Coorg,17,0,24,71,100
Ooty,19,1,22,94,100
Munnar,20,0,28,58,100
Munnar,8,0,24,74,99
Munnar,14,0,15,89,100
Munnar,9,0,30,63,100
Munnar,13,0,24,70,100
Yercaud,15,0,28,83,100
Kodaikanal,15,1,30,62,100
Kodaikanal,12,0,21,81,100
Ooty,20,0,17,68,100
Yercaud,8,0,21,50,82
Munnar,18,1,17,55,100
Ooty,13,1,30,50,100
Yercaud,18,1,23,61,100
Ooty,7,0,15,55,59
Kodaikanal,6,1,22,80,100
Munnar,17,1,28,58,100
Kodaikanal,19,0,17,80,100
Munnar,7,1,16,74,89
Ooty,18,0,16,65,97
Munnar,7,1,17,79,100
Ooty,6,1,18,75,88
Munnar,9,0,15,75,81
Munnar,6,1,17,89,89
Yercaud,11,1,22,68,100
Ooty,20,1,20,59,100
Yercaud,10,0,29,53,99
Coorg,18,0,24,56,100
Coorg,19,0,27,92,100
Ooty,11,0,20,59,80
Munnar,10,0,22,68,89
Kodaikanal,9,1,15,79,96
Ooty,7,0,29,52,78
Coorg,16,0,30,84,100
Kodaikanal,19,0,30,88,100
Coorg,18,1,15,55,100
Munnar,16,0,23,81,100
Yercaud,13,1,27,93,100
Kodaikanal,20,0,29,77,100
Munnar,6,0,25,78,85
Munnar,14,1,16,57,100
Coorg,19,0,25,55,100
Munnar,20,0,19,78,100
Yercaud,18,0,15,62,100
Ooty,18,0,20,58,100
Coorg,18,1,15,87,100
Yercaud,9,1,30,62,100
Kodaikanal,9,1,25,60,100
Coorg,20,0,15,87,100
Ooty,20,1,19,80,100
Coorg,18,1,15,55,100
Coorg,20,1,21,93,100
Yercaud,11,0,27,92,100
Coorg,8,0,23,65,89
Coorg,6,0,22,74,71
Kodaikanal,19,1,28,54,100
Kodaikanal,17,1,16,66,100
Kodaikanal,18,0,29,82,100
Ooty,15,0,19,50,88
Kodaikanal,9,1,26,56,100
Munnar,7,1,15,68,100
Kodaikanal,12,0,29,79,100
Coorg,10,0,23,91,100
Ooty,8,0,27,58,77
Ooty,9,1,30,55,100
Kodaikanal,12,0,29,65,100
Ooty,8,0,28,58,92
Munnar,12,0,27,62,94
Ooty,17,1,24,53,100
Ooty,18,0,21,59,100
Kodaikanal,20,1,23,71,100
Yercaud,14,1,22,88,100
Munnar,12,1,29,68,100
Coorg,14,1,27,68,100
Yercaud,13,0,24,90,100
Yercaud,17,1,17,67,100
Ooty,19,1,24,61,100
Coorg,10,1,23,90,100
Kodaikanal,14,0,26,67,100
Yercaud,13,1,26,87,100
Yercaud,7,1,26,56,100
Yercaud,11,1,15,73,100
Ooty,20,1,15,74,100
Ooty,7,1,17,78,100
Yercaud,6,1,24,87,100
Munnar,9,1,27,66,100
Munnar,14,1,26,90,100
Munnar,20,0,29,52,100
Yercaud,6,0,25,73,82
Kodaikanal,10,0,18,55,77
Munnar,16,0,22,57,100
Ooty,14,0,16,61,84
Munnar,18,0,24,50,100
Yercaud,15,1,19,86,100
Coorg,14,0,29,86,100
Munnar,6,0,20,55,72
Munnar,18,0,22,91,100
Coorg,19,0,27,80,100
Yercaud,15,0,26,58,100
Munnar,7,1,22,79,100
Yercaud,17,1,25,94,100
Munnar,15,0,17,78,100
Yercaud,14,0,27,61,100
Munnar,12,1,15,90,100
Munnar,12,0,28,91,100
Coorg,10,1,30,52,100
Kodaikanal,11,0,29,89,100
Munnar,8,0,30,95,100
Kodaikanal,6,1,22,55,86
Kodaikanal,14,0,25,94,100
Kodaikanal,12,1,17,87,100
Coorg,14,0,22,75,100
Ooty,18,1,15,79,100
Munnar,17,0,24,77,100
Yercaud,11,1,18,86,100
Ooty,20,0,23,71,100
Munnar,17,1,25,57,100
Yercaud,10,1,30,74,100
Ooty,10,0,27,53,85
Coorg,15,0,28,95,100
Coorg,20,0,29,73,100
Munnar,7,0,16,62,73
Munnar,6,0,21,67,85
Munnar,6,0,15,69,71
Coorg,15,1,25,74,100
Ooty,15,0,23,71,100
Munnar,20,0,20,87,100
Kodaikanal,15,0,28,62,100
Coorg,19,1,17,60,100
Coorg,12,0,26,55,91
Ooty,6,0,28,54,81
Munnar,6,0,24,61,72
Yercaud,13,0,24,54,97
Ooty,15,0,30,88,100
Coorg,16,1,24,66,100
Yercaud,12,0,25,93,100
Coorg,11,1,16,73,100
Munnar,19,0,29,78,100
Munnar,13,0,17,80,88
Kodaikanal,6,0,24,73,74
Munnar,19,1,19,84,100
Kodaikanal,9,1,26,57,100
Yercaud,6,0,21,78,81
Coorg,18,0,21,75,100
Yercaud,6,0,26,63,85
Coorg,6,0,25,72,88
Yercaud,16,0,15,56,84
Yercaud,16,1,15,91,100
Yercaud,9,0,26,82,100
Yercaud,16,1,16,83,100
Coorg,19,0,25,61,100
Coorg,7,1,18,53,95
Munnar,13,0,21,81,100
Coorg,17,0,22,92,100
Yercaud,20,0,18,79,100
Munnar,13,1,22,69,100
Coorg,17,0,26,57,100
Yercaud,7,0,17,94,82
Munnar,12,0,29,80,100
Kodaikanal,7,1,30,61,100
Yercaud,20,0,28,54,100
Munnar,19,1,26,56,100
Coorg,16,1,16,86,100
Munnar,6,0,27,66,88
Munnar,15,0,19,89,100
Munnar,17,0,22,92,100
Munnar,10,0,21,88,98
Yercaud,13,0,23,80,97
Ooty,12,0,27,80,100
Munnar,8,1,15,78,100
Munnar,11,0,24,75,100
Coorg,14,1,17,71,100
Kodaikanal,10,1,24,60,100
Munnar,14,0,17,88,92
Coorg,15,1,28,50,100
Yercaud,20,0,28,93,100
Munnar,6,1,18,80,91
Munnar,20,1,27,82,100
Coorg,8,0,20,87,95
Yercaud,11,0,18,62,85
Ooty,18,1,28,52,100
Munnar,20,0,30,75,100
Kodaikanal,9,1,22,58,98
Kodaikanal,12,0,15,83,94
Ooty,10,0,30,88,100
Ooty,20,1,21,70,100
Munnar,11,1,25,95,100
Kodaikanal,15,0,22,89,100
Coorg,12,1,26,51,100
Yercaud,16,1,24,74,100
Kodaikanal,12,1,20,70,100
Coorg,7,0,20,65,71
Kodaikanal,6,1,30,92,100
Ooty,10,1,27,55,100
Coorg,6,1,26,94,100
Munnar,17,1,18,95,100
Coorg,8,1,29,89,100
Munnar,6,0,16,74,71
Munnar,12,0,20,58,85
Kodaikanal,20,0,18,52,99
Ooty,7,1,24,58,90
Yercaud,20,1,20,58,100
Kodaikanal,11,0,26,69,89
Yercaud,12,1,23,79,100
Coorg,9,1,23,61,95
Yercaud,9,0,19,54,68
Ooty,18,1,23,60,100
Kodaikanal,20,1,20,52,100
Munnar,7,0,15,77,77
Yercaud,6,1,26,93,100
Munnar,12,1,18,54,100
Yercaud,8,1,23,93,100
Ooty,16,0,22,84,100
Munnar,6,1,21,77,93
Yercaud,19,0,24,77,100
Kodaikanal,16,0,26,58,100
Kodaikanal,6,1,22,79,98
Yercaud,17,1,28,83,100
Munnar,9,0,24,72,92
Coorg,19,1,15,78,100
Coorg,11,0,16,59,82
Yercaud,13,1,25,66,100
Munnar,19,0,15,53,100
Kodaikanal,20,0,27,68,100
Yercaud,12,0,21,58,91
Ooty,18,1,16,52,100
Ooty,6,0,23,85,89
Munnar,12,1,27,63,100
Yercaud,6,1,30,87,100
Yercaud,19,1,27,91,100
Munnar,16,0,28,95,100
Munnar,18,0,15,62,100
Yercaud,8,0,21,68,80
Ooty,13,0,19,67,95
Munnar,20,0,27,81,100
Yercaud,9,0,25,64,86
Ooty,10,1,30,57,100
Kodaikanal,15,0,16,88,99
Kodaikanal,13,0,25,69,100
Yercaud,16,1,17,56,100
Yercaud,18,0,29,83,100
Yercaud,20,1,16,59,100
Kodaikanal,17,0,21,83,100
Ooty,8,1,16,63,90
Kodaikanal,16,1,30,72,100
Yercaud,9,1,22,57,100
Yercaud,20,0,20,93,100
Munnar,20,0,18,66,100
Ooty,20,0,28,52,100
Kodaikanal,15,0,17,87,99
Coorg,16,0,16,77,100
Kodaikanal,16,1,29,77,100
Ooty,15,1,23,85,100
Coorg,14,0,19,93,100
Coorg,15,1,16,56,100
Yercaud,13,0,21,79,100
Kodaikanal,8,1,27,71,100
Kodaikanal,20,1,20,68,100
Kodaikanal,15,0,15,62,95
Coorg,12,1,18,53,95
Kodaikanal,17,1,24,95,100
Kodaikanal,16,1,15,77,100
Coorg,18,1,16,71,100
Yercaud,14,0,30,89,100
Yercaud,18,1,17,67,100
Ooty,14,0,27,95,100
Kodaikanal,6,0,23,68,89
Ooty,17,0,17,82,100
Yercaud,12,1,29,51,100
Yercaud,19,0,21,68,100
Coorg,20,0,30,75,100
Yercaud,14,0,28,60,100
Yercaud,16,1,15,61,100
Ooty,9,0,27,77,92
Munnar,19,0,20,94,100
Coorg,15,1,30,57,100
Kodaikanal,10,0,15,93,80
Yercaud,7,0,25,57,79
Munnar,17,0,24,91,100
Coorg,10,1,27,56,100
Kodaikanal,13,1,23,63,100
Coorg,10,0,24,89,98
Yercaud,18,1,30,70,100
Yercaud,20,0,28,60,100
Ooty,19,1,22,56,100
Coorg,7,1,24,80,100
Coorg,20,0,18,59,100
Ooty,19,0,30,82,100
Coorg,8,1,23,51,100
Munnar,19,1,20,59,100
Ooty,13,0,19,83,95
Yercaud,13,0,20,94,100
Ooty,14,0,27,76,100
Munnar,8,1,29,58,100
Ooty,18,0,19,69,100
Yercaud,18,1,21,93,100
Kodaikanal,8,0,24,54,90
Munnar,14,1,28,80,100
Coorg,10,1,15,84,100
Coorg,7,1,27,84,100
Kodaikanal,12,1,17,76,100
Munnar,6,1,15,68,85
Kodaikanal,12,1,26,54,100
Munnar,16,1,29,53,100
Munnar,9,0,23,88,100
Ooty,14,1,19,51,100
Kodaikanal,20,1,16,89,100
Ooty,16,0,20,79,100
Munnar,15,0,28,90,100
Ooty,7,1,22,77,95
Coorg,6,0,27,73,89
Munnar,16,0,23,71,100
Ooty,6,0,27,67,80
Coorg,20,0,27,87,100
Coorg,20,1,28,65,100
Ooty,8,0,19,70,88
Coorg,17,0,23,81,100
Ooty,16,1,17,77,100
Munnar,12,1,15,66,100
Munnar,18,0,16,56,97
Munnar,10,0,29,82,100
Ooty,15,0,28,92,100
Munnar,8,1,30,78,100
Kodaikanal,12,0,23,59,88
Ooty,7,1,30,64,100
Yercaud,19,0,30,80,100
Yercaud,10,0,30,75,100
Coorg,11,0,20,51,73
Kodaikanal,8,1,22,52,93
Ooty,13,0,30,58,100
Ooty,14,1,28,76,100
Ooty,6,1,15,53,88
Munnar,8,0,24,53,91
Ooty,10,1,29,93,100
Coorg,14,0,23,85,100
Ooty,20,1,26,60,100
Ooty,6,1,26,89,100
Yercaud,6,1,19,55,93
Kodaikanal,8,1,23,69,100
Kodaikanal,15,0,27,81,100
Ooty,10,0,15,65,76
Munnar,18,0,24,85,100
Ooty,8,1,16,81,100
Ooty,16,1,27,50,100
Kodaikanal,17,1,23,93,100
Munnar,15,0,26,94,100
Yercaud,13,1,16,94,100
Coorg,11,1,22,56,100
Coorg,8,0,21,73,94
Yercaud,14,1,21,94,100
Ooty,15,1,16,79,100
Coorg,6,1,29,89,100
Kodaikanal,15,0,15,55,79
Ooty,10,0,30,88,100
Yercaud,16,0,21,91,100
Coorg,16,1,28,70,100
Yercaud,19,1,19,83,100
Ooty,9,1,18,63,93
Munnar,9,0,15,78,82
Yercaud,7,0,22,87,90
Munnar,19,0,30,62,100
Coorg,18,0,20,91,100
Munnar,20,1,26,83,100
Kodaikanal,11,1,26,77,100
Coorg,16,0,23,88,100
Coorg,13,1,21,83,100
Coorg,12,1,28,95,100
Kodaikanal,17,1,26,68,100
Coorg,16,0,16,73,94
Yercaud,16,0,24,69,100
Kodaikanal,13,1,19,77,100
Munnar,16,1,16,85,100
Ooty,9,1,27,74,100
Ooty,15,1,17,80,100
Munnar,20,1,19,76,100
Munnar,16,1,28,69,100
Coorg,12,0,24,61,100
Kodaikanal,7,1,30,73,100
Yercaud,11,1,17,66,100
Ooty,13,1,19,72,100
Munnar,10,1,27,63,100
Kodaikanal,10,1,17,54,92
Munnar,14,1,15,93,100
Kodaikanal,15,0,20,77,99
Ooty,18,0,24,90,100
Kodaikanal,18,1,28,82,100
Kodaikanal,18,0,23,64,100
Kodaikanal,18,0,19,76,100
Kodaikanal,19,1,16,84,100
Coorg,19,1,27,75,100
Kodaikanal,13,0,28,64,100
Yercaud,6,1,25,71,100
Yercaud,18,1,27,50,100
Ooty,17,0,27,51,100
Ooty,6,1,28,58,100
Kodaikanal,14,1,17,61,100
Coorg,17,1,21,81,100
Coorg,8,0,18,55,67
Ooty,17,0,19,77,100
Ooty,17,0,27,77,100
Ooty,13,1,19,95,100
Coorg,9,0,25,86,100
Yercaud,12,0,17,63,95
Coorg,7,0,28,75,100
Coorg,19,1,28,62,100
Yercaud,15,0,19,84,97
Coorg,16,0,27,77,100
Ooty,20,0,23,78,100
Yercaud,13,1,15,69,100
Yercaud,16,0,23,92,100
Yercaud,9,0,29,73,100
Munnar,20,1,27,66,100
Kodaikanal,15,1,23,67,100
Ooty,7,0,17,93,86
Coorg,9,0,30,86,100
Kodaikanal,17,0,26,55,100
Kodaikanal,19,1,26,54,100
Munnar,13,0,23,76,100
Kodaikanal,17,1,28,70,100
Coorg,20,1,25,93,100
Munnar,11,1,16,78,100
Kodaikanal,10,0,28,73,100
Yercaud,10,1,26,80,100
Kodaikanal,19,1,16,87,100
Munnar,12,0,27,68,100
Yercaud,11,0,25,82,94
Munnar,12,0,28,63,100
Munnar,20,0,21,91,100
Munnar,13,1,28,90,100
Yercaud,11,0,16,77,92
Coorg,17,1,19,74,100
Coorg,12,1,27,87,100
Kodaikanal,10,1,22,54,95
Kodaikanal,7,0,19,60,82
Coorg,11,1,25,52,100
Ooty,12,0,28,70,100
Munnar,18,1,26,82,100
Yercaud,13,0,25,82,100
Ooty,11,1,16,81,100
Coorg,16,0,28,71,100
Kodaikanal,19,1,20,52,100
Kodaikanal,15,0,16,77,99
Coorg,16,1,21,54,100
Kodaikanal,7,0,18,79,84
Ooty,19,1,23,71,100
Kodaikanal,18,1,15,77,100
Ooty,19,0,18,74,100
Coorg,16,1,15,56,100
Munnar,17,1,22,63,100
Yercaud,19,0,21,94,100
Yercaud,12,1,30,77,100
Kodaikanal,12,0,21,55,93
Ooty,14,0,24,77,100
Munnar,8,0,23,67,77
Coorg,13,0,25,72,100
Yercaud,6,0,21,67,66
Yercaud,14,0,18,56,97
Ooty,9,0,18,71,83
Yercaud,17,1,17,86,100
Coorg,9,0,29,63,97
Coorg,10,1,22,95,100
Kodaikanal,11,1,26,80,100
Coorg,12,1,26,63,100
Coorg,8,0,19,95,99
Kodaikanal,12,1,24,64,100
Munnar,12,0,22,68,91
Kodaikanal,19,1,26,56,100
Munnar,17,0,16,92,100
Munnar,19,0,26,55,100
Munnar,17,0,19,82,100
Munnar,10,0,27,85,97
Ooty,9,1,16,72,94
Yercaud,8,0,17,93,88
Coorg,17,0,20,68,100
Coorg,16,1,28,72,100
Coorg,7,1,21,51,100
Coorg,12,1,23,66,100
Kodaikanal,20,1,19,78,100
Yercaud,10,1,23,62,100
Munnar,13,1,21,56,100
Yercaud,12,0,28,87,100
Ooty,6,0,16,90,69
Kodaikanal,14,1,24,75,100
Yercaud,11,1,16,93,100
Kodaikanal,18,0,25,56,100
Yercaud,7,0,16,93,83
Yercaud,6,1,29,76,100
Ooty,20,0,18,64,100
Coorg,19,0,23,69,100
Munnar,13,0,26,83,100
Coorg,9,0,21,73,78
Coorg,15,1,22,85,100
Ooty,16,1,24,58,100
Yercaud,6,1,21,88,100
Ooty,15,0,26,60,98
Munnar,11,1,15,91,100
Ooty,7,0,29,85,88
Coorg,17,0,16,70,98
Munnar,6,0,30,59,84
Yercaud,14,0,22,63,95
Coorg,16,0,17,66,92
Coorg,16,1,26,63,100
Munnar,18,1,28,73,100
Munnar,17,0,21,71,100
Coorg,13,0,27,74,100
Kodaikanal,18,1,22,73,100
Kodaikanal,20,1,28,76,100
Kodaikanal,13,0,30,80,100
Coorg,9,0,15,58,74
Kodaikanal,10,0,28,70,100
Coorg,9,1,30,91,100
Coorg,6,1,18,78,94
Munnar,14,0,23,71,100
Kodaikanal,17,1,30,81,100
Yercaud,7,1,16,65,99
Munnar,19,0,20,58,100
Kodaikanal,18,0,24,84,100
Ooty,17,1,17,70,100
Coorg,6,1,28,93,100
Munnar,18,0,19,92,100
Ooty,19,0,20,91,100
Yercaud,10,0,29,70,94
Kodaikanal,7,0,19,60,78
Kodaikanal,7,1,29,95,100
Ooty,8,1,30,77,100
Yercaud,7,1,22,63,100
Ooty,20,0,27,71,100
Yercaud,8,1,29,53,100
Munnar,20,1,26,54,100
Munnar,14,0,25,51,100
Ooty,9,1,17,65,99
Kodaikanal,8,0,17,70,67
Yercaud,6,0,21,57,79
Ooty,18,0,28,59,100
Coorg,13,1,24,95,100
Coorg,15,1,28,62,100
Ooty,16,0,23,79,100
Ooty,8,1,26,87,100
Munnar,19,0,24,74,100
Munnar,11,0,24,51,82
Munnar,19,1,24,84,100
Coorg,14,1,26,81,100
Yercaud,14,0,22,94,100
Coorg,13,0,23,55,88
Kodaikanal,17,1,15,75,100
Yercaud,8,1,17,88,100
Coorg,11,0,15,65,75
Coorg,16,1,23,89,100
Coorg,19,0,29,77,100
Kodaikanal,9,0,15,90,87
Kodaikanal,8,1,27,91,100
Munnar,16,0,16,80,99
Munnar,19,1,22,68,100
Coorg,18,1,19,85,100
Kodaikanal,20,1,26,83,100
Kodaikanal,12,1,22,75,100
Coorg,20,0,27,86,100
Kodaikanal,10,0,15,64,73
Kodaikanal,10,0,22,89,100
Yercaud,7,0,19,92,94
Ooty,14,1,29,90,100
Ooty,12,1,20,90,100
Kodaikanal,10,0,26,91,100
Munnar,7,0,15,67,67
Kodaikanal,18,1,22,94,100
Yercaud,6,1,21,52,82
Yercaud,6,0,19,58,62
Coorg,20,0,25,51,100
Yercaud,15,1,29,71,100
Ooty,13,1,21,70,100
Munnar,18,0,16,86,100
Kodaikanal,12,1,24,79,100
Yercaud,18,1,17,87,100
Kodaikanal,16,0,29,79,100
Yercaud,6,0,28,52,75
Kodaikanal,8,1,15,55,80
Kodaikanal,6,1,15,50,76
Coorg,14,0,20,77,93
Ooty,20,1,18,52,100
Ooty,8,1,24,77,100
Ooty,11,1,25,64,100
Munnar,18,1,28,82,100
Yercaud,7,0,15,78,69
Kodaikanal,17,0,27,95,100
Munnar,17,1,15,72,100
Kodaikanal,11,1,20,80,100
Yercaud,6,1,20,91,100
Yercaud,18,0,20,80,100
Munnar,17,0,27,61,100
Coorg,12,0,28,89,100
Coorg,19,1,20,74,100
Yercaud,18,0,25,90,100
Coorg,20,1,17,88,100
Kodaikanal,20,0,30,52,100
Kodaikanal,10,1,17,59,100
Yercaud,14,0,22,63,100
Yercaud,13,0,19,56,85
Kodaikanal,16,0,28,50,100
Kodaikanal,12,1,25,77,100
Coorg,20,1,16,90,100
Kodaikanal,9,0,20,85,86
Ooty,18,1,25,51,100
Kodaikanal,13,1,21,92,100
Kodaikanal,8,1,30,68,100
Yercaud,17,0,23,54,100
Coorg,14,1,25,70,100
Yercaud,16,0,16,63,92
Munnar,11,0,27,86,100
Kodaikanal,9,1,30,81,100
Ooty,12,0,19,86,100
Ooty,16,1,16,55,100
Kodaikanal,19,0,26,66,100
Coorg,18,0,16,90,100
Yercaud,7,1,30,53,100
Coorg,15,1,20,84,100
Kodaikanal,17,1,19,90,100
Kodaikanal,13,0,20,84,100
Kodaikanal,14,0,24,67,100
Coorg,6,1,25,61,100
Kodaikanal,15,0,24,76,100
Yercaud,20,1,19,92,100
Ooty,9,0,25,71,100
Kodaikanal,15,1,30,51,100
Coorg,19,0,19,62,100
Munnar,12,0,20,66,93
Ooty,7,1,22,78,100
Munnar,10,0,28,67,92
Coorg,19,0,17,82,100
Munnar,12,1,26,58,100
Munnar,6,1,23,63,90
Kodaikanal,17,0,15,78,99
Ooty,14,1,18,80,100
Kodaikanal,9,1,18,57,100
Ooty,11,1,30,88,100
Kodaikanal,11,0,18,59,77
Munnar,19,0,16,79,100
Yercaud,6,0,18,69,82
Ooty,17,1,18,54,100
Munnar,18,1,22,87,100
Munnar,10,1,25,81,100
Kodaikanal,20,1,16,62,100
Munnar,8,0,26,53,86
Ooty,15,1,28,78,100
Ooty,17,1,16,85,100
Munnar,12,0,28,93,100
Yercaud,12,1,30,84,100
Munnar,20,1,26,81,100
Kodaikanal,17,0,21,89,100
Munnar,11,1,16,82,100
Kodaikanal,7,0,21,85,79
Coorg,14,1,23,87,100
Coorg,15,1,19,68,100
Yercaud,7,1,23,81,100
Kodaikanal,9,1,20,53,100
Munnar,20,0,27,53,100
Coorg,20,1,15,90,100
Coorg,10,1,29,84,100
Munnar,10,1,28,58,100
Kodaikanal,11,1,25,51,100
Coorg,10,0,21,68,95
Ooty,20,1,20,74,100
Coorg,11,1,20,74,100
Ooty,17,1,18,73,100
Coorg,20,0,22,81,100
Coorg,20,1,24,57,100
Kodaikanal,6,0,15,88,68
Kodaikanal,18,0,22,72,100
Coorg,16,0,22,87,100
Yercaud,14,1,22,59,100
Yercaud,11,1,22,78,100
Yercaud,8,0,25,87,100
Coorg,7,1,27,91,100
Coorg,18,0,16,89,100
Coorg,15,1,28,70,100
Munnar,8,0,19,57,67
Ooty,13,0,19,90,95
Munnar,18,1,19,89,100
Ooty,16,1,20,63,100
Ooty,19,0,20,69,100
Kodaikanal,13,0,16,68,85
Munnar,15,1,24,61,100
Coorg,8,0,29,64,91
Kodaikanal,19,1,20,57,100
Munnar,20,1,23,58,100
Ooty,8,0,18,83,75
Ooty,8,0,20,78,75
Kodaikanal,19,0,16,53,100
Yercaud,14,0,27,88,100
Yercaud,13,1,15,75,100
Coorg,6,0,25,92,95
Yercaud,19,0,30,51,100
Yercaud,14,1,18,60,100
Ooty,10,0,23,67,84
Munnar,19,0,28,63,100
Ooty,20,1,24,71,100
Coorg,10,1,27,78,100
Coorg,7,1,23,58,99
Yercaud,20,0,19,85,100
Yercaud,7,0,15,94,86
Ooty,13,1,16,77,100
Yercaud,20,0,20,63,100
Kodaikanal,7,1,24,67,100
Ooty,16,1,21,76,100
Kodaikanal,16,1,15,54,100
Ooty,15,0,17,69,90
Ooty,16,1,23,81,100
Kodaikanal,18,1,18,89,100
Munnar,16,1,23,60,100
Yercaud,17,0,16,55,95
Yercaud,20,1,21,92,100
Kodaikanal,11,0,24,95,98
Yercaud,18,0,24,58,100
Ooty,11,1,27,86,100
Kodaikanal,12,1,28,69,100
Yercaud,6,1,20,64,87
Coorg,18,1,24,56,100
Munnar,16,0,23,63,100
Ooty,16,0,27,52,100
Kodaikanal,11,1,26,93,100
Kodaikanal,19,0,26,81,100
Yercaud,11,0,25,65,100
Ooty,15,1,15,92,100
Yercaud,13,1,22,90,100
Yercaud,18,1,30,64,100
Kodaikanal,17,0,29,59,100
Munnar,18,0,20,86,100
Kodaikanal,18,1,16,76,100
Munnar,11,1,22,60,100
Kodaikanal,15,0,18,80,94
Kodaikanal,11,1,15,87,100
Yercaud,16,0,29,76,100
Kodaikanal,9,0,16,58,75
Kodaikanal,12,1,25,89,100
Ooty,8,1,18,81,98
Kodaikanal,17,0,30,65,100
Kodaikanal,18,0,27,80,100
Munnar,20,0,16,56,100
Ooty,15,1,27,89,100
Munnar,7,1,20,65,94
Ooty,8,1,28,75,100
Kodaikanal,12,1,26,87,100
Kodaikanal,20,1,20,50,100
Coorg,7,1,17,79,100
Yercaud,17,0,19,88,100
Ooty,9,0,23,77,100
Coorg,11,1,22,73,100
Kodaikanal,17,1,25,50,100
Ooty,8,0,30,73,92
Coorg,18,0,28,59,100
